Id_registro,Fecha,Proyecto,Area,Actividad,Manejo,Clase,Especie,Nombre_comun,Abundancia,Estado,Reubicado
611,2023-05-29,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
612,2023-05-29,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
613,2023-05-29,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Crotalus durissus,Cascabel,3,vivo,si
614,2023-05-29,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
615,2023-05-30,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
616,2023-05-30,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
617,2023-05-30,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
618,2023-05-30,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
619,2023-05-31,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,1,vivo,
620,2023-05-31,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
621,2023-05-31,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
622,2023-05-31,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,
623,2023-06-01,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,2,vivo,
624,2023-06-01,Proyecto Solar Alpha,Área 3,rocería,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
625,2023-06-01,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
626,2023-06-01,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
627,2023-06-02,Proyecto Solar Alpha,Área 3,obra civil,rescate,Reptilia,Boa constrictor,Boa,3,vivo,si
628,2023-06-02,Proyecto Solar Alpha,Área 2,obra civil,rescate,Amphibia,Rhinella marina,Sapo común,1,muerto,no
629,2023-06-02,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
630,2023-06-02,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
631,2023-06-02,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
632,2023-06-03,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
633,2023-06-03,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
634,2023-06-03,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
635,2023-06-03,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
636,2023-06-04,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Iguana iguana,Iguana,1,vivo,si
637,2023-06-04,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
638,2023-06-04,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
639,2023-06-04,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
640,2023-06-05,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
641,2023-06-05,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
642,2023-06-05,Proyecto Solar Alpha,Área 2,obra civil,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,si
643,2023-06-05,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
644,2023-06-06,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
645,2023-06-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
646,2023-06-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
647,2023-06-06,Proyecto Solar Alpha,Área 1,inspección,rescate,Aves,Columbina talpacoti,Torcaza,2,vivo,si
648,2023-06-07,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
649,2023-06-07,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
650,2023-06-07,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
651,2023-06-07,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
652,2023-06-08,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
653,2023-06-08,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
654,2023-06-08,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
655,2023-06-08,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,
656,2023-06-09,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
657,2023-06-09,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
658,2023-06-09,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Mammalia,Didelphis marsupialis,Zarigüeya,1,vivo,
659,2023-06-09,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Aves,Ardea alba,Garza blanca,3,vivo,si
660,2023-06-10,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
661,2023-06-10,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
662,2023-06-10,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
663,2023-06-10,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
664,2023-06-10,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
665,2023-06-11,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
666,2023-06-11,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
667,2023-06-11,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
668,2023-06-11,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
669,2023-06-12,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
670,2023-06-12,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
671,2023-06-12,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
672,2023-06-12,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
673,2023-06-13,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
674,2023-06-13,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
675,2023-06-13,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
676,2023-06-13,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
677,2023-06-14,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Iguana iguana,Iguana,2,vivo,
678,2023-06-14,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
679,2023-06-14,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
680,2023-06-14,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
681,2023-06-15,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
682,2023-06-15,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
683,2023-06-15,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
684,2023-06-15,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
685,2023-06-16,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
686,2023-06-16,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
687,2023-06-16,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
688,2023-06-16,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
689,2023-06-17,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
690,2023-06-17,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
691,2023-06-17,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
692,2023-06-17,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
693,2023-06-18,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Mammalia,Zygodontomys brevicauda,Ratón de caña,2,vivo,si
694,2023-06-18,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
695,2023-06-18,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
696,2023-06-18,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
697,2023-06-19,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
698,2023-06-19,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
699,2023-06-19,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,si
700,2023-06-19,Proyecto Solar Alpha,Área 1,rocería,rescate,Amphibia,Leptodactylus fragilis,Rana,2,muerto,no
701,2023-06-19,Proyecto Solar Alpha,Área 3,obra civil,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,si
702,2023-06-20,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Iguana iguana,Iguana,3,vivo,si
703,2023-06-20,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
704,2023-06-20,Proyecto Solar Alpha,Área 2,rocería,rescate,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,si
705,2023-06-20,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
706,2023-06-21,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Mammalia,Didelphis marsupialis,Zarigüeya,2,vivo,
707,2023-06-21,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
708,2023-06-21,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
709,2023-06-21,Proyecto Solar Alpha,Área 1,obra civil,rescate,Reptilia,Anolis auratus,Camaleoncito,2,vivo,si
710,2023-06-22,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
711,2023-06-22,Proyecto Solar Alpha,Área 1,obra civil,rescate,Amphibia,Hypsiboas crepitans,Rana arborícola,2,vivo,si
712,2023-06-22,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
713,2023-06-22,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,
714,2023-06-23,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Mammalia,Tamandua mexicana,Oso hormiguero,1,vivo,
715,2023-06-23,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
716,2023-06-23,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
717,2023-06-23,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
718,2023-06-24,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
719,2023-06-24,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
720,2023-06-24,Proyecto Solar Alpha,Área 2,obra civil,rescate,Reptilia,Boa constrictor,Boa,3,vivo,si
721,2023-06-24,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
722,2023-06-25,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
723,2023-06-25,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,si
724,2023-06-25,Proyecto Solar Alpha,Área 1,inspección,rescate,Reptilia,Anolis auratus,Camaleoncito,2,vivo,si
725,2023-06-25,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
726,2023-06-26,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
727,2023-06-26,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
728,2023-06-26,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
729,2023-06-26,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
730,2023-06-27,Proyecto Solar Alpha,Área 3,inspección,rescate,Amphibia,Rhinella marina,Sapo común,3,vivo,si
731,2023-06-27,Proyecto Solar Alpha,Área 2,rocería,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,si
732,2023-06-27,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
733,2023-06-27,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
734,2023-06-27,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
735,2023-06-28,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
736,2023-06-28,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
737,2023-06-28,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
738,2023-06-28,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,si
739,2023-06-29,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
740,2023-06-29,Proyecto Solar Alpha,Área 1,rocería,rescate,Aves,Ardea alba,Garza blanca,2,vivo,si
741,2023-06-29,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
742,2023-06-29,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
743,2023-06-30,Proyecto Solar Alpha,Área 1,inspección,rescate,Amphibia,Leptodactylus fragilis,Rana,1,vivo,si
744,2023-06-30,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
745,2023-06-30,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
746,2023-06-30,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
747,2023-07-01,Proyecto Solar Alpha,Área 2,obra civil,rescate,Reptilia,Crotalus durissus,Cascabel,2,vivo,si
748,2023-07-01,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,1,vivo,
749,2023-07-01,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
750,2023-07-01,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
751,2023-07-02,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
752,2023-07-02,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
753,2023-07-02,Proyecto Solar Alpha,Área 2,obra civil,rescate,Amphibia,Hypsiboas crepitans,Rana arborícola,2,vivo,si
754,2023-07-02,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
755,2023-07-03,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,
756,2023-07-03,Proyecto Solar Alpha,Área 3,rocería,rescate,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,si
757,2023-07-03,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,2,vivo,
758,2023-07-03,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
759,2023-07-04,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
760,2023-07-04,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
761,2023-07-04,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
762,2023-07-04,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
763,2023-07-05,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
764,2023-07-05,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
765,2023-07-05,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
766,2023-07-05,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
767,2023-07-06,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
768,2023-07-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
769,2023-07-06,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
770,2023-07-06,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
771,2023-07-06,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
772,2023-07-07,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Amphibia,Hypsiboas crepitans,Rana arborícola,2,vivo,si
773,2023-07-07,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
774,2023-07-07,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
775,2023-07-07,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
776,2023-07-08,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
777,2023-07-08,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
778,2023-07-08,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Amphibia,Rhinella marina,Sapo común,2,vivo,si
779,2023-07-08,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
780,2023-07-09,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
781,2023-07-09,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
782,2023-07-09,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
783,2023-07-09,Proyecto Solar Alpha,Área 2,inspección,rescate,Amphibia,Scinax ruber,Ranita,2,vivo,si
784,2023-07-10,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
785,2023-07-10,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
786,2023-07-10,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
787,2023-07-10,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
788,2023-07-11,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
789,2023-07-11,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
790,2023-07-11,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
791,2023-07-11,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
792,2023-07-12,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
793,2023-07-12,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
794,2023-07-12,Proyecto Solar Alpha,Área 1,rocería,rescate,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,si
795,2023-07-12,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
796,2023-07-13,Proyecto Solar Alpha,Área 1,inspección,rescate,Reptilia,Iguana iguana,Iguana,1,vivo,si
797,2023-07-13,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
798,2023-07-13,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
799,2023-07-13,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
800,2023-07-14,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Iguana iguana,Iguana,2,vivo,
801,2023-07-14,Proyecto Solar Alpha,Área 1,inspección,rescate,Mammalia,Tamandua mexicana,Oso hormiguero,2,vivo,si
802,2023-07-14,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
803,2023-07-14,Proyecto Solar Alpha,Área 3,obra civil,rescate,Reptilia,Iguana iguana,Iguana,1,vivo,si
804,2023-07-14,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
805,2023-07-15,Proyecto Solar Alpha,Área 2,inspección,rescate,Mammalia,Zygodontomys brevicauda,Ratón de caña,1,vivo,si
806,2023-07-15,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
807,2023-07-15,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
808,2023-07-15,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
809,2023-07-16,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
810,2023-07-16,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
811,2023-07-16,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
812,2023-07-16,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
813,2023-07-17,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Mammalia,Didelphis marsupialis,Zarigüeya,1,vivo,
